Algorithm:		Bubble Sort         Merge Sort
-33077255	-66351683	-66351683
-845951363	-63395199	-63395199
-164718917	-62942185	-62942185
-786777016	-62192802	-62192802
655584732	-61253731	-61253731
2113904694	-59696131	-59696131
554531312	-57626060	-57626060
999311601	-57157603	-57157603
1412823859	-56505996	-56505996
1563758406	-55516157	-55516157
-1056975563	-53665871	-53665871
-1982342568	-53456559	-53456559
-713121571	-53205371	-53205371
967488354	-51978383	-51978383
-1150461798	-51324877	-51324877
-1977861815	-50532359	-50532359
850440120	-50317470	-50317470
-776313785	-50171325	-50171325
-1272815311	-43815732	-43815732
525714547	-43634769	-43634769
601132919	-42461576	-42461576
-1111275011	-38559094	-38559094
1327365636	-37949089	-37949089
-2023373749	-37395312	-37395312
107564728	-36249451	-36249451
136719711	-34132455	-34132455
1225183305	-33077255	-33077255
-1908893393	-32582119	-32582119
429301845	-30686189	-30686189
429378777	-29120036	-29120036
722549460	-28925627	-28925627
1280976847	-28466610	-28466610
-1594828295	-27374673	-27374673
-1514325645	-25281873	-25281873
-1126918964	-20488732	-20488732
3811272	-18901227	-18901227
2087045110	-16345669	-16345669
1086488591	-16307148	-16307148
338973601	-16133751	-16133751
-1793836911	-16096753	-16096753
369257046	-15379026	-15379026
-354671890	-15327144	-15327144
-866295747	-13653641	-13653641
1263132826	-12739929	-12739929
1487859503	-11169246	-11169246
-1633147016	-10027346	-10027346
-2144924807	-8966770	-8966770
-499459406	-8749616	-8749616
-419463621	-8105404	-8105404
1131134012	-7043393	-7043393
-718645806	-6063829	-6063829
1837782440	-4910553	-4910553
68004263	-4797936	-4797936
141998900	-4327375	-4327375
-623280549	-4260308	-4260308
1569065525	-2877062	-2877062
-1422419925	-2784878	-2784878
1673956430	-1509343	-1509343
386731253	-1261380	-1261380
240012057	628781	628781
-1679868838	967330	967330
-1214895065	1500944	1500944
-1625633858	3811272	3811272
-1448316029	4125640	4125640
-1525338821	4136853	4136853
153180953	6138051	6138051
350118855	6416006	6416006
779573173	6436610	6436610
398455831	6528117	6528117
-2101528457	7007575	7007575
1096978697	7472774	7472774
-868508697	8380745	8380745
-578165868	9383885	9383885
-2067214826	9787316	9787316
2119508376	10630331	10630331
1557665132	10879622	10879622
-2064856062	11567190	11567190
1612468240	12014317	12014317
-882953192	12147641	12147641
-300115437	15782634	15782634
1884561652	16336385	16336385
298194116	17210788	17210788
-1608619664	17619372	17619372
-176430641	17981811	17981811
-456956910	20084687	20084687
1464895776	20820213	20820213
-1911358018	20956770	20956770
-976789862	21883239	21883239
-1393039058	22429715	22429715
-1799576286	23478671	23478671
312605834	25408124	25408124
754331285	25446005	25446005
1977239444	26436935	26436935
1846584475	29094541	29094541
2139751485	29697432	29697432
476482675	29809235	29809235
-1853551451	29990799	29990799
-837613515	30795120	30795120
1125928147	33194918	33194918
-350526952	33702147	33702147
-462715994	34894073	34894073
-960093512	36951051	36951051
-1334647345	37105025	37105025
91087228	37824217	37824217
-310073643	38755214	38755214
918075016	38904818	38904818
2113429359	39945310	39945310
-1027258411	44507759	44507759
-66351683	45424226	45424226
478439281	45482690	45482690
-987475167	45944600	45944600
241512181	48029570	48029570
749202635	48787689	48787689
-1206188889	49610316	49610316
1418952501	50407680	50407680
-1501228816	51013019	51013019
-102335968	51421298	51421298
68153095	53421766	53421766
-2066126381	54916336	54916336
-487988735	54923093	54923093
1645366183	54972508	54972508
807083939	56334832	56334832
-1814773970	57631909	57631909
1415898285	58188294	58188294
-1946320278	59032694	59032694
-572026243	60461034	60461034
1630461689	61743510	61743510
-1624695767	63559367	63559367
-1369909471	63645249	63645249
974592401	65738909	65738909
-2076029670	68004263	68004263
-719650568	68153095	68153095
-551625716	70954691	70954691
830594072	72728829	72728829
1328216477	73799576	73799576
1364483032	74126885	74126885
-2087647230	74565844	74565844
106432011	75074692	75074692
-679570454	75113438	75113438
-716150050	77490896	77490896
-627974456	77657622	77657622
1043360741	77876588	77876588
1784307002	78772800	78772800
-120408865	79950643	79950643
-1677145434	83093666	83093666
561456813	84243502	84243502
2052533831	86374622	86374622
299708178	90069094	90069094
-844006601	90554369	90554369
-363107277	91087228	91087228
-1580489662	92450596	92450596
-1473210125	94982040	94982040
-1316889215	95269408	95269408
-309581927	95400233	95400233
2110761226	95485204	95485204
-1977863575	95936388	95936388
1626276164	98155703	98155703
-569960940	100997483	100997483
502516378	102302839	102302839
1292906538	102330604	102330604
604667798	105550642	105550642
926313460	106432011	106432011
1825707458	107564728	107564728
-1380412834	109033629	109033629
-1862846801	109814717	109814717
-2116729375	110526924	110526924
633694233	111116084	111116084
127680898	114387038	114387038
-926060799	115332290	115332290
-1059886490	115984210	115984210
-1351652047	119814080	119814080
1167496591	120996446	120996446
-671892084	122922850	122922850
-806019149	122957197	122957197
142916364	125843730	125843730
-381703334	126711721	126711721
175322991	126840498	126840498
-697034338	127259199	127259199
265929167	127680898	127680898
1773808702	127880945	127880945
1847773889	128309737	128309737
1622328299	128523933	128523933
-115178827	128594204	128594204
1755540471	128827146	128827146
1575932065	129439985	129439985
-43815732	130384306	130384306
276972102	131097879	131097879
1884094672	134901954	134901954
-1203819381	136719711	136719711
-526838870	137763109	137763109
-685266489	141278484	141278484
-684377599	141998900	141998900
-808481555	142575740	142575740
-1706041307	142916364	142916364
-2046489612	144189603	144189603
1680218194	145126626	145126626
-1888313095	146058379	146058379
710378841	146713885	146713885
-1736720148	147927193	147927193
-1430737661	148191879	148191879
393369533	149813401	149813401
-110488221	149948606	149948606
-758330004	149997381	149997381
997524207	153180953	153180953
197950576	155950159	155950159
-1830942429	156058467	156058467
1720731967	159023890	159023890
2074408430	159087016	159087016
783041549	159974068	159974068
2081062978	162351409	162351409
899168501	162774623	162774623
-1183671173	162935920	162935920
-545873883	164501740	164501740
-1839137418	165318471	165318471
-2001023278	165694395	165694395
793847702	166687791	166687791
-439850255	166752103	166752103
-810540284	166774239	166774239
-682932471	167112822	167112822
-1606853397	168076997	168076997
505594022	169158170	169158170
-650693754	169501310	169501310
-456666326	171962853	171962853
-483324108	172181878	172181878
1291000333	172813903	172813903
-93693202	174245299	174245299
-1481226025	174717943	174717943
-1708705573	175322991	175322991
-2123760558	180586440	180586440
197395402	184087455	184087455
907052990	185745256	185745256
-727409438	186784129	186784129
359420443	187464767	187464767
-1191199543	187854342	187854342
-1539519806	189858154	189858154
208343559	191116288	191116288
-669466148	191714937	191714937
-723553667	192693726	192693726
446519419	193052726	193052726
-1357128670	194846169	194846169
1041995113	195451623	195451623
593756514	197395402	197395402
-695843103	197772081	197772081
-694175790	197881262	197881262
1403061964	197950576	197950576
-1167170530	199023791	199023791
-1122023869	199386198	199386198
1620147288	199518295	199518295
2019493464	199870794	199870794
-867237366	200088663	200088663
883074941	200622163	200622163
-577341502	201173492	201173492
-735261186	201407433	201407433
605872624	203104270	203104270
835326313	203342495	203342495
-761403061	205074468	205074468
-1288710690	206751890	206751890
-1727609578	207493967	207493967
-1890805355	207657203	207657203
565394945	207999290	207999290
688586273	208343559	208343559
1349283451	208714714	208714714
-1822870474	209302495	209302495
-1398475864	209450997	209450997
603324933	209648011	209648011
1588501088	210207587	210207587
-432820387	210766117	210766117
192693726	212919650	212919650
2020640824	213961143	213961143
-2004325879	215429311	215429311
-1932939928	215498154	215498154
-1847588481	215907727	215907727
-173710230	216465099	216465099
-357742652	218281032	218281032
-847752518	218563441	218563441
-1958782390	218726922	218726922
-1496850915	218786626	218786626
-1080916182	220414805	220414805
1133681326	220860093	220860093
608632516	220908614	220908614
2147356862	222133055	222133055
2080130468	222794267	222794267
180586440	226676105	226676105
-1561418148	227005645	227005645
-1559709447	227517738	227517738
-296136911	229461827	229461827
-2056871123	230281364	230281364
1939432911	230741248	230741248
-1979055287	230875869	230875869
-613282971	231093705	231093705
866418517	231139958	231139958
-208202291	233236803	233236803
-221106227	235310633	235310633
-391465292	236117085	236117085
-1278725634	238213645	238213645
1711962076	238427010	238427010
-1540219038	238434352	238434352
827943920	238739137	238739137
-501352093	238999372	238999372
-233683587	239503327	239503327
-1237246483	240012057	240012057
498385423	241512181	241512181
653951149	241776743	241776743
374443404	242403446	242403446
394558968	242899146	242899146
1860698674	243048119	243048119
126711721	244252009	244252009
2027291628	244818139	244818139
-1598236288	251404962	251404962
-1322894878	251960905	251960905
-1457950276	252793927	252793927
421603171	254328255	254328255
1090915340	257245712	257245712
-1570394724	257856761	257856761
22429715	259091189	259091189
-2029821503	260596267	260596267
288635393	261187739	261187739
-1627295857	262200594	262200594
962738974	262350218	262350218
440829512	263169924	263169924
1898543412	263680686	263680686
-719905117	265929167	265929167
1442459454	268043759	268043759
521622087	268129434	268129434
-1987776831	271985591	271985591
676532669	272588562	272588562
2130108604	273762898	273762898
1207161863	274402705	274402705
-1866107366	274709296	274709296
574452545	276972102	276972102
1821006589	277614405	277614405
1641995243	277819066	277819066
1107764578	281647647	281647647
-1690365736	281717863	281717863
832995059	287599792	287599792
-1862870062	288635393	288635393
-568048901	291274766	291274766
-1900223630	292349426	292349426
597263575	292579730	292579730
881907903	292813625	292813625
2071429213	293378245	293378245
-1525312626	293901846	293901846
1183081748	295259289	295259289
-790736196	296456107	296456107
235310633	297666269	297666269
-918782536	297709436	297709436
-400925562	298135186	298135186
-80787718	298194116	298194116
2126077309	298965219	298965219
-1050543277	299708178	299708178
-581435421	300947186	300947186
-1555058627	303119256	303119256
-38559094	303215273	303215273
1657861016	303600894	303600894
-808217991	305064820	305064820
848439670	306474291	306474291
-282366878	306786210	306786210
86374622	306829154	306829154
-1020292071	307896574	307896574
-1106274639	309576393	309576393
-328145386	310864507	310864507
1082422811	311445327	311445327
1179892307	311931187	311931187
-4327375	312235613	312235613
831034624	312605834	312605834
2041753770	314788595	314788595
-576730910	315273622	315273622
1602145241	315399386	315399386
-470112164	317481534	317481534
-28466610	319743530	319743530
244252009	320244572	320244572
476553420	321245445	321245445
781135389	324131250	324131250
1993469814	326440856	326440856
-109444512	327977816	327977816
-1785872040	328814790	328814790
-1864875778	330134151	330134151
-1136165438	331808055	331808055
-1232036536	331943959	331943959
-490203377	332218610	332218610
-1511488554	332463998	332463998
-265195835	333142087	333142087
1191414822	333865288	333865288
-546788042	336851290	336851290
1285914160	338973601	338973601
1463583500	339070760	339070760
501892654	339762278	339762278
-1658751645	340056480	340056480
-1693798886	341266267	341266267
1984047455	343369139	343369139
1157075901	343984974	343984974
-228707743	344443676	344443676
-2052365507	344914648	344914648
1574354502	346891318	346891318
1523265932	347306006	347306006
-1483231914	347762492	347762492
588166957	349488841	349488841
-1090666546	350118855	350118855
-86117598	350293186	350293186
952277288	351858564	351858564
6436610	354682750	354682750
738654604	356530691	356530691
485038218	357173666	357173666
1698613275	358754548	358754548
-4910553	359375097	359375097
-414978846	359420443	359420443
713083718	359601569	359601569
-137259074	361373106	361373106
-1464409487	363126001	363126001
1987377537	364672640	364672640
-1465583997	365612785	365612785
-2088716537	365685152	365685152
17981811	367433981	367433981
1103235630	369257046	369257046
-1886720371	369570965	369570965
-405755203	370288568	370288568
-902979824	371251046	371251046
940231111	371453454	371453454
-1474978940	371764345	371764345
-1992510442	373151431	373151431
480152913	373743219	373743219
1956029576	373890830	373890830
1536760656	374204673	374204673
1878261152	374411200	374411200
-1891895945	374443404	374443404
1676482954	375107375	375107375
1524764369	375898331	375898331
960639587	376184035	376184035
-2053100972	376223592	376223592
-618454899	377383899	377383899
-599259557	377718125	377718125
-1513626809	378836135	378836135
-1720448042	378971219	378971219
-160258058	380269093	380269093
555073889	381665608	381665608
-502702413	382234109	382234109
-668061724	382386070	382386070
-1648529638	384928905	384928905
-1610009233	385012296	385012296
-1507795337	386646642	386646642
1566262380	386731253	386731253
-1261380	386844009	386844009
-128413603	387550483	387550483
1321938923	389458688	389458688
-1790837060	390487161	390487161
-1254895148	390874702	390874702
2110302657	391520383	391520383
-606848424	393369533	393369533
-1375327215	394558968	394558968
206751890	394973862	394973862
1177851813	395395412	395395412
-1336211563	395484555	395484555
-1013729427	396072835	396072835
475312033	396580485	396580485
-1699915143	396899124	396899124
1320891125	397138738	397138738
-1915504467	398455831	398455831
-618473040	398527097	398527097
894686283	398608271	398608271
2120475232	401644174	401644174
-2042961702	402908457	402908457
-974358227	402983233	402983233
-394363084	403112536	403112536
599961023	404459231	404459231
-354297922	405892782	405892782
-1291227053	406486887	406486887
-18901227	406499371	406499371
65738909	407704057	407704057
-548577606	411631549	411631549
-1981047450	416196511	416196511
-1636324733	416640113	416640113
218726922	418401397	418401397
1729449175	420136875	420136875
-1121835203	420314881	420314881
-1268005121	421580773	421580773
70954691	421603171	421603171
-1577666534	425468291	425468291
